CLIENTE;SOLICITANTE;SERVICIO;AP;ESTADO DE ENVÍO;MOTIVO POD;ULTIMA FECHA DE ACTUALIZACIÓN EN SAP;CENTRO STOCK;DESTINO ;VISITAS;RESPUESTA  SIN DEMORA;RESPUESTA CON DEMORA ;;TEXTOS UX;;TEXTOS UX + HC;TEXTOS UX + HC
 Puma;102003450;PAQUETERIA;40040115;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
 Pickit;102003190;PAQUETERIA;40036896 - 40037606 - 40035570 - 40037273 - 40037314 - 40038562 - 40039029 - 40040169 - 40040170 - 40041213 - 40040944 - 40040278 - 40040213 - ;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
 Argenpay;102003780;PAQUETERIA;40038331 - 40038332 - 40039419 - 40039935;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
 Gobierno de la Ciudad c/Distribucion;102002456;POSTAL;40040984;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia;102004140 Direct Group ;PAQUETERIA;40040076;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia;102004176 Ac-Eastway;PAQUETERIA;40040133;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia;102004216 Lamoliant S.R.L Direct Sale;PAQUETERIA;40040932;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia;102002628 Etercor;PAQUETERIA;40025753 - 40025755 - 40040016;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia;102001628 Puntos y Premios;PAQUETERIA;40020414 - 40037922;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia; 102004281 Compagno Victoria (yellow&co);PAQUETERIA;40040198;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia;  102004506 NIMASA SRL;PAQUETERIA;40041486;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia;102004431 TRIMAGE S.A;PAQUETERIA;40041558;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia (MAM Direct Group);102004140 Direct Group ;PAQUETERIA;40040077 - 40040573 ;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia (MAM AC Eastway);102004176 Ac-Eastway;PAQUETERIA;40040134 - 40040415;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia (MAM Lamoliant S.R.L);102004216 Lamoliant S.R.L Direct Sale;PAQUETERIA;40040962;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia (MAM Etercor);102002628 Etercor;PAQUETERIA;40040062 - 40040263;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
Macro Premia (MAM Puntos y premios);102001628 Puntos y Premios;PAQUETERIA;40038713;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
OCASA POSTAL 1 VISITA;102003502;POSTAL;40037750 - 40039390;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
OCASA DISTRIBUCION POSTAL 2 VISITAS (Salvo Licencias de Conducir);102003502;POSTAL;40037567 - 40037570 - 40039211 ;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
OCASA POSTAL 3 VISITAS;;POSTAL;40036841 - 40037569 - 40039213 - 40001009;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
 DHL Global Forwarding;102003111;PAQUETERIA;40038162 - 40038346 - 40039098 - 40040229 - 40040655 - ;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
 A.C.A.R.A;102000421;PAQUETERIA;40015973 - 40024854 - 40031360 - 40033676 - 40041252;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
ARCOR SAIC;102001674;PAQUETERIA;40026359 - 40036077 - 40036242 - 40036400 - 40036401 - 40036402;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
BRIGHSTAR;102003470;PAQUETERIA;40038106 - 40039077 - 40039083 - 40040634 - 40040892 - ;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
 CAP E HIJOS;102004275;PAQUETERIA;40041003;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.
 CARGILL;102003197;PAQUETERIA;40035941 - 40040824 - 40036561;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;No pudimos entregar el pedido en domicilio. No te preocupes, podés retirarlo en una de nuestras sucursales (ciudad, domicilio, horario). Recordá que el titular debe presentarse con DNI y número de seguimiento. En caso de que retire un tercero, debe presentarse con su DNI físico, fotocopias de ambos lados del documento (tanto del titular como del tercero) y una nota escrita a mano por el titular autorizando al tercero a retirar, en la cuál debe figurar el número de seguimiento, firma y aclaración. Tenés tiempo hasta el día XXXX.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;No pudimos entregar el pedido en domicilio. No te preocupes, podés retirarlo en una de nuestras sucursales (ciudad, domicilio, horario). Recordá que el titular debe presentarse con DNI y número de seguimiento. En caso de que retire un tercero, debe presentarse con su DNI físico, fotocopias de ambos lados del documento (tanto del titular como del tercero) y una nota escrita a mano por el titular autorizando al tercero a retirar, en la cuál debe figurar el número de seguimiento, firma y aclaración. Tenés tiempo hasta el día XXXX.
GOBIERNO DE LA CIUDAD (ENTREGA E/SUC OCASA);102002456;POSTAL;40040847;PEDIDO ANULADO;Z3;N/A;PRE -ULTIMA MILLA;REMITENTE;N/A;Hola!, hemos finalizado el proceso de envio de tu paquete. Por favor comunicate con el remitente para mayor informacion. que tengas un buen dia!;N/A;;No pudimos entregar el pedido en domicilio. No te preocupes, podés retirarlo en una de nuestras sucursales (ciudad, domicilio, horario). Recordá que únicamente el titular puede presentarse, con DNI y número de seguimiento.Tenés tiempo hasta el día XXXX.;;Finalizamos el proceso del envío. Por favor, comunicate con el remitente para obtener más información.;No pudimos entregar el pedido en domicilio. No te preocupes, podés retirarlo en una de nuestras sucursales (ciudad, domicilio, horario). Recordá que únicamente el titular puede presentarse, con DNI y número de seguimiento.Tenés tiempo hasta el día XXXX.
 Mercado Libre;102003501;ECOMMERCE;40036830;EN BOVEDA / PASAR A BOVEDA;N/A;- 5 DIAS HABILES / + DE 5 DIAS HABILES;ULTIMA MILLA;CLIENTE FINAL;N/A;Hola! no ha sido posible entregar el envío en el domicilio de destino. No te preocupes!, podras retirarlo por una de nuestras sucursales (Ciudad, domicilio, horario). Recorda que debe presentarse el titular con su DNI y codigo de seguimiento. En caso de presentarse un tercero, tendra que ir con su DNI Fisico, fotocopias de ambos DNI (Titular y Tercero) y una nota escrita a mano autorizando al tercero a retirar, en la cual figure codigo de seguimiento, firma y aclaracion. Tendras tiempo para retirarla hasta el dia XXXX. Que tengas un buen dia!;Hola!, el plazo para retiro por sucursal vencio. Deberas comunicarte con el remitente, el cual te informara como sigue el proceso. ;EJEMPLO: No ha sido posible entregar el envío en el domicilio destino. Podrás retirarlo por una de nuestras sucursales. (Cordoba - La Voz, Av La Voz Del Interior 6051, 09:00 Hs - 18:00 Hs) ;Podés retirar tu licencia por nuestra sucursal (ciudad, domicilio, horario). Recordá que únicamente el titular puede presentarse, con DNI y número de seguimiento. Tenés tiempo hasta el día XXXX;X;No pudimos entregar el pedido en domicilio. No te preocupes, podés retirarlo en una de nuestras sucursales (ciudad, domicilio, horario). Recordá que el titular debe presentarse con DNI y número de seguimiento. En caso de que retire un tercero, debe presentarse con su DNI físico, fotocopias de ambos lados del documento (tanto del titular como del tercero) y una nota escrita a mano por el titular autorizando al tercero a retirar, en la cuál debe figurar el número de seguimiento, firma y aclaración. Tenés tiempo hasta el día XXXX.;Podés retirar tu licencia por nuestra sucursal (ciudad, domicilio, horario). Recordá que únicamente el titular puede presentarse, con DNI y número de seguimiento. Tenés tiempo hasta el día XXXX
 Gobierno de la Ciudad c/Distribucion;102002456;POSTAL;40040984;EN BOVEDA / PASAR A BOVEDA;N/A;-10 DIAS HABILES / + 10 DIAS HABILES;ULTIMA MILLA;CLIENTE FINAL;N/A;Hola! no ha sido posible entregar el envío en el domicilio de destino. No te preocupes!, podras retirarlo por una de nuestras sucursales (Ciudad, domicilio, horario). Recorda que debe presentarse el titular con su DNI y codigo de seguimiento. No podra ser retirado por un tercero, sin excepcion. Tendras tiempo para retirarla hasta el dia XXXX. Que tengas un buen dia!;Hola!, el plazo para retiro por sucursal vencio. Deberas comunicarte con el remitente, el cual te informara como sigue el proceso. ;EJEMPLO: No ha sido posible entregar el envío en el domicilio destino. Podrás retirarlo por una de nuestras sucursales. (Cordoba - La Voz, Av La Voz Del Interior 6051, 09:00 Hs - 18:00 Hs) ;El plazo para retirar la Licencia por sucursal finalizó. Por favor, comunicate con el remitente al 147 para gestionar el reenvío o el retiro.;;No pudimos entregar el pedido en domicilio. No te preocupes, podés retirarlo en una de nuestras sucursales (ciudad, domicilio, horario). Recordá que únicamente el titular puede presentarse, con DNI y número de seguimiento.Tenés tiempo hasta el día XXXX.;El plazo para retirar la Licencia por sucursal finalizó. Por favor, comunicate con el remitente al 147 para gestionar el reenvío o el retiro.
GOBIERNO DE LA CIUDAD (ENTREGA E/SUC OCASA);102002456;POSTAL;40040847;EN BOVEDA / PASAR A BOVEDA;N/A;-10 DIAS HABILES / + 10 DIAS HABILES;ULTIMA MILLA;CLIENTE FINAL;N/A;Hola! ya podes retirar tu Licencia por una de nuestras sucursales (Ciudad, domicilio, horario). Recorda que debe presentarse el titular con su DNI y codigo de seguimiento. No podra ser retirado por un tercero, sin excepcion. Tendras tiempo para retirarla hasta el dia XXXX. Que tengas un buen dia!;Hola!, el plazo para retiro por sucursal vencio. Deberas comunicarte con el remitente, el cual te informara como sigue el proceso. ;;El plazo para retirar la Licencia por sucursal finalizó. Por favor, comunicate con el remitente al 147 para gestionar el reenvío o el retiro.;El período de retiro se venció. Por favor, comunicate con el remitente para saber cómo continúa el proceso.;Podés retirar tu licencia por nuestra sucursal (ciudad, domicilio, horario). Recordá que únicamente el titular puede presentarse, con DNI y número de seguimiento. Tenés tiempo hasta el día XXXX;El plazo para retirar la Licencia por sucursal finalizó. Por favor, comunicate con el remitente al 147 para gestionar el reenvío o el retiro.
 Gobierno de la Ciudad c/Distribucion;102002456;POSTAL;40040984;PLAZO VENCIDO NO RECLAMADO;N/A;N/A;ULTIMA MILLA;REMITENTE;N/A;Hola! te informamos que el plazo para retirar la Licencia por sucursal ha finalizado. Por favor contactate con el remitente al 147 para gestionar el reenvio o retiro. Que tengas un buen dia!;N/A;;El plazo para retirar tu pedido por sucursal ha finalizado. Por favor, comunicate con el remitente para gestionar la devolución.;;El período de retiro se venció. Por favor, comunicate con el remitente para saber cómo continúa el proceso.;El plazo para retirar tu pedido por sucursal ha finalizado. Por favor, comunicate con el remitente para gestionar la devolución.
GOBIERNO DE LA CIUDAD (ENTREGA E/SUC OCASA);102002456;POSTAL;40040847;PLAZO VENCIDO NO RECLAMADO;N/A;N/A;ULTIMA MILLA;REMITENTE;N/A;Hola! te informamos que el plazo para retirar la Licencia por sucursal ha finalizado. Por favor contactate con el remitente al 147 para gestionar el reenvio o retiro. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;El período de retiro se venció. Por favor, comunicate con el remitente para saber cómo continúa el proceso.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
 Mercado Libre;102003501;ECOMMERCE;40036830;BOVEDA EN REPACTADO A PENDIENTE DE RENDICION / PENDIENTE DE RENDICION (LUEGO DE ESTAR EN BOVEDA);N/A;N/A;ULTIMA MILLA;CLIENTE FINAL;N/A;Hola! te informamos que el plazo para retirar tu paquete por sucursal ha finalizado. Por favor contactate con el remitente para gestionar la devolucion. Que tengas un buen dia! ;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;X;El período de retiro se venció. Por favor, comunicate con el remitente para saber cómo continúa el proceso.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
 Mercado Libre;102003501;ECOMMERCE;40036830;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;<=2;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;
Brandlive (2 visitas);102003095;PAQUETERIA;40035948 - 40036207 - 40036333 - 40036448 - 40036465 - 40036807 - 40036833 - 40036836 - 40036865 - 40036889 - 40037059 - 40037082 - 40037085 - 40037087 - 40037555 - 40037556 - 40037558 - 40037559 - 40037687 - 40037694 - 40037696 - 40037759 - 40038147 - 40038848 - 40039165 - 40039179 - 40039387 - 40039484 - 40040021 - 40041082 ;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;;X;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;
Brandlive (3 visitas);102003095;PAQUETERIA;40034583 - 40034609 - 40034671 - 40034673 - 40035196 - 40035626 - 40035776 - 40041646 ;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;;;;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
 Topper (3 visitas);102002941;PAQUETERIA;40031939;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;;;;;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
 Topper (MAM);102002941;PAQUETERIA;40037391;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Brandlive (MAM);102003095;PAQUETERIA;40036601;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
 Officenet - ALOT;102001306;PAQUETERIA;40037368 - ;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
GAX - Prune;102002806;PAQUETERIA;40037303;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
SPP;102001254;PAQUETERIA;40021148 - 40040001 - 40041506;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
 El auditor;102004520;PAQUETERIA;40041620;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
